unicode	latex
2647	\pluto{}
2648	\aries{}
2649	\taurus{}
264A	\gemini{}
264B	\cancer{}
264C	\leo{}
264D	\virgo{}
264E	\libra{}
264F	\scorpio{}
2650	\sagittarius{}
2651	\capricornus{}
2652	\aquarius{}
2653	\pisces{}
2660	\ding{171}
2662	\diamond{}
2663	\ding{168}
2665	\ding{170}
2666	\ding{169}
2669	\quarternote{}
266A	\eighthnote{}
266D	\flat{}
266E	\natural{}
266F	\sharp{}
2701	\ding{33}
2702	\ding{34}
2703	\ding{35}
2704	\ding{36}
2706	\ding{38}
2707	\ding{39}
2708	\ding{40}
2709	\ding{41}
270C	\ding{44}
270D	\ding{45}
270E	\ding{46}
270F	\ding{47}
2710	\ding{48}
2711	\ding{49}
2712	\ding{50}
2713	\ding{51}
2714	\ding{52}
2715	\ding{53}
2716	\ding{54}
2717	\ding{55}
2718	\ding{56}
2719	\ding{57}
271A	\ding{58}
271B	\ding{59}
271C	\ding{60}
271D	\ding{61}
271E	\ding{62}
271F	\ding{63}
2720	\ding{64}
2721	\ding{65}
2722	\ding{66}
2723	\ding{67}
2724	\ding{68}
2725	\ding{69}
2726	\ding{70}
2727	\ding{71}
2729	\ding{73}
272A	\ding{74}
272B	\ding{75}
272C	\ding{76}
272D	\ding{77}
272E	\ding{78}
272F	\ding{79}
2730	\ding{80}
2731	\ding{81}
2732	\ding{82}
2733	\ding{83}
2734	\ding{84}
2735	\ding{85}
2736	\ding{86}
2737	\ding{87}
2738	\ding{88}
2739	\ding{89}
273A	\ding{90}
273B	\ding{91}
273C	\ding{92}
273D	\ding{93}
273E	\ding{94}
273F	\ding{95}
2740	\ding{96}
2741	\ding{97}
2742	\ding{98}
2743	\ding{99}
2744	\ding{100}
2745	\ding{101}
2746	\ding{102}
2747	\ding{103}
2748	\ding{104}
2749	\ding{105}
274A	\ding{106}
274B	\ding{107}
274D	\ding{109}
274F	\ding{111}
2750	\ding{112}
2751	\ding{113}
2752	\ding{114}
2756	\ding{118}
2758	\ding{120}
2759	\ding{121}
275A	\ding{122}
275B	\ding{123}
275C	\ding{124}
275D	\ding{125}
275E	\ding{126}
2761	\ding{161}
2762	\ding{162}
2763	\ding{163}
2764	\ding{164}
2765	\ding{165}
2766	\ding{166}
2767	\ding{167}
2776	\ding{182}
2777	\ding{183}
2778	\ding{184}
2779	\ding{185}
277A	\ding{186}
277B	\ding{187}
277C	\ding{188}
277D	\ding{189}
277E	\ding{190}
277F	\ding{191}
2780	\ding{192}
2781	\ding{193}
2782	\ding{194}
2783	\ding{195}
2784	\ding{196}
2785	\ding{197}
2786	\ding{198}
2787	\ding{199}
2788	\ding{200}
2789	\ding{201}
278A	\ding{202}
278B	\ding{203}
278C	\ding{204}
278D	\ding{205}
278E	\ding{206}
278F	\ding{207}
2790	\ding{208}
2791	\ding{209}
2792	\ding{210}
2793	\ding{211}
2794	\ding{212}
2798	\ding{216}
2799	\ding{217}
279A	\ding{218}
279B	\ding{219}
279C	\ding{220}
279D	\ding{221}
279E	\ding{222}
279F	\ding{223}
27A0	\ding{224}
27A1	\ding{225}
27A2	\ding{226}
27A3	\ding{227}
27A4	\ding{228}
27A5	\ding{229}
27A6	\ding{230}
27A7	\ding{231}
27A8	\ding{232}
27A9	\ding{233}
27AA	\ding{234}
27AB	\ding{235}
27AC	\ding{236}
27AD	\ding{237}
27AE	\ding{238}
27AF	\ding{239}
27B1	\ding{241}
27B2	\ding{242}
27B3	\ding{243}
27B4	\ding{244}
27B5	\ding{245}
27B6	\ding{246}
27B7	\ding{247}
27B8	\ding{248}
27B9	\ding{249}
27BA	\ding{250}
27BB	\ding{251}
27BC	\ding{252}
27BD	\ding{253}
27BE	\ding{254}
27F5	\longleftarrow{}
27F6	\longrightarrow{}
27F7	\longleftrightarrow{}
27F8	\Longleftarrow{}
27F9	\Longrightarrow{}
27FA	\Longleftrightarrow{}
27FC	\longmapsto{}
27FF	\sim\joinrel\leadsto
2905	\ElsevierGlyph{E212}
2912	\UpArrowBar{}
2913	\DownArrowBar{}
2923	\ElsevierGlyph{E20C}
2924	\ElsevierGlyph{E20D}
2925	\ElsevierGlyph{E20B}
2926	\ElsevierGlyph{E20A}
2927	\ElsevierGlyph{E211}
2928	\ElsevierGlyph{E20E}
2929	\ElsevierGlyph{E20F}
292A	\ElsevierGlyph{E210}
2933	\ElsevierGlyph{E21C}
2936	\ElsevierGlyph{E21A}
2937	\ElsevierGlyph{E219}
2940	\Elolarr{}
2941	\Elorarr{}
2942	\ElzRlarr{}
2944	\ElzrLarr{}
2947	\Elzrarrx{}
294E	\LeftRightVector{}
294F	\RightUpDownVector{}
2950	\DownLeftRightVector{}
2951	\LeftUpDownVector{}
2952	\LeftVectorBar{}
2953	\RightVectorBar{}
2954	\RightUpVectorBar{}
2955	\RightDownVectorBar{}
2956	\DownLeftVectorBar{}
2957	\DownRightVectorBar{}
2958	\LeftUpVectorBar{}
2959	\LeftDownVectorBar{}
295A	\LeftTeeVector{}
295B	\RightTeeVector{}
295C	\RightUpTeeVector{}
295D	\RightDownTeeVector{}
295E	\DownLeftTeeVector{}
295F	\DownRightTeeVector{}
2960	\LeftUpTeeVector{}
2961	\LeftDownTeeVector{}
296E	\UpEquilibrium{}
296F	\ReverseUpEquilibrium{}
2970	\RoundImplies{}
297C	\ElsevierGlyph{E214}
297D	\ElsevierGlyph{E215}
2980	\Elztfnc{}
2985	\ElsevierGlyph{3018}
2986	\Elroang{}
2993	&lt;\kern-0.58em(
2994	\ElsevierGlyph{E291}
2999	\Elzddfnc{}
299C	\Angle{}
29A0	\Elzlpargt{}
29B5	\ElsevierGlyph{E260}
29B6	\ElsevierGlyph{E61B}
29CA	\ElzLap{}
29CB	\Elzdefas{}
29CF	\LeftTriangleBar{}
29D0	\RightTriangleBar{}
29DC	\ElsevierGlyph{E372}
29EB	\blacklozenge{}
29F4	\RuleDelayed{}
2A04	\Elxuplus{}
2A05	\ElzThr{}
2A06	\Elxsqcup{}
2A07	\ElzInf{}
2A08	\ElzSup{}
2A0D	\ElzCint{}
2A0F	\clockoint{}
2A10	\ElsevierGlyph{E395}
2A16	\sqrint{}
2A25	\ElsevierGlyph{E25A}
2A2A	\ElsevierGlyph{E25B}
2A2D	\ElsevierGlyph{E25C}
2A2E	\ElsevierGlyph{E25D}
2A2F	\ElzTimes{}
2A34	\ElsevierGlyph{E25E}
2A35	\ElsevierGlyph{E25E}
2A3C	\ElsevierGlyph{E259}
2A3F	\amalg{}
2A53	\ElzAnd{}
2A54	\ElzOr{}
2A55	\ElsevierGlyph{E36E}
2A56	\ElOr{}
2A5E	\perspcorrespond{}
2A5F	\Elzminhat{}
2A63	\ElsevierGlyph{225A}
2A6E	\stackrel{*}{=}
2A75	\Equal{}
2A7D	\leqslant{}
2A7E	\geqslant{}
2A85	\lessapprox{}
2A86	\gtrapprox{}
2A87	\lneq{}
2A88	\gneq{}
2A89	\lnapprox{}
2A8A	\gnapprox{}
2A8B	\lesseqqgtr{}
2A8C	\gtreqqless{}
2A95	\eqslantless{}
2A96	\eqslantgtr{}
2A9D	\Pisymbol{ppi020}{117}
2A9E	\Pisymbol{ppi020}{105}
2AA1	\NestedLessLess{}
2AA2	\NestedGreaterGreater{}
2AAF	\preceq{}
2AB0	\succeq{}
2AB5	\precneqq{}
2AB6	\succneqq{}
2AB7	\precapprox{}
2AB8	\succapprox{}
2AB9	\precnapprox{}
2ABA	\succnapprox{}
2AC5	\subseteqq{}
2AC6	\supseteqq{}
2ACB	\subsetneqq{}
2ACC	\supsetneqq{}
2AEB	\ElsevierGlyph{E30D}
2AF6	\Elztdcol{}
2AFD	{{/}\!\!{/}}
300A	\ElsevierGlyph{300A}
300B	\ElsevierGlyph{300B}
3018	\ElsevierGlyph{3018}
3019	\ElsevierGlyph{3019}
301A	\openbracketleft{}
301B	\openbracketright{}
FB00	ff
FB01	fi
FB02	fl
FB03	ffi
FB04	ffl
D400	\mathbf{A}
D401	\mathbf{B}
D402	\mathbf{C}
D403	\mathbf{D}
D404	\mathbf{E}
D405	\mathbf{F}
D406	\mathbf{G}
D407	\mathbf{H}
D408	\mathbf{I}
D409	\mathbf{J}
D40A	\mathbf{K}
D40B	\mathbf{L}
D40C	\mathbf{M}
D40D	\mathbf{N}
D40E	\mathbf{O}
D40F	\mathbf{P}
D410	\mathbf{Q}
D411	\mathbf{R}
D412	\mathbf{S}
D413	\mathbf{T}
D414	\mathbf{U}
D415	\mathbf{V}
D416	\mathbf{W}
D417	\mathbf{X}
D418	\mathbf{Y}
D419	\mathbf{Z}
D41A	\mathbf{a}
D41B	\mathbf{b}
D41C	\mathbf{c}
D41D	\mathbf{d}
D41E	\mathbf{e}
D41F	\mathbf{f}
D420	\mathbf{g}
D421	\mathbf{h}
D422	\mathbf{i}
D423	\mathbf{j}
D424	\mathbf{k}
D425	\mathbf{l}
D426	\mathbf{m}
D427	\mathbf{n}
D428	\mathbf{o}
D429	\mathbf{p}
D42A	\mathbf{q}
D42B	\mathbf{r}
D42C	\mathbf{s}
D42D	\mathbf{t}
D42E	\mathbf{u}
D42F	\mathbf{v}
D430	\mathbf{w}
D431	\mathbf{x}
D432	\mathbf{y}
D433	\mathbf{z}
D434	\mathsl{A}
D435	\mathsl{B}
D436	\mathsl{C}
D437	\mathsl{D}
D438	\mathsl{E}
D439	\mathsl{F}
D43A	\mathsl{G}
D43B	\mathsl{H}
D43C	\mathsl{I}
D43D	\mathsl{J}
D43E	\mathsl{K}
D43F	\mathsl{L}
D440	\mathsl{M}
D441	\mathsl{N}
D442	\mathsl{O}
D443	\mathsl{P}
D444	\mathsl{Q}
D445	\mathsl{R}
D446	\mathsl{S}
D447	\mathsl{T}
D448	\mathsl{U}
D449	\mathsl{V}
D44A	\mathsl{W}
D44B	\mathsl{X}
D44C	\mathsl{Y}
D44D	\mathsl{Z}
D44E	\mathsl{a}
D44F	\mathsl{b}
D450	\mathsl{c}
D451	\mathsl{d}
D452	\mathsl{e}
D453	\mathsl{f}
D454	\mathsl{g}
D456	\mathsl{i}
D457	\mathsl{j}
D458	\mathsl{k}
D459	\mathsl{l}
D45A	\mathsl{m}
D45B	\mathsl{n}
D45C	\mathsl{o}
D45D	\mathsl{p}
D45E	\mathsl{q}
D45F	\mathsl{r}
D460	\mathsl{s}
D461	\mathsl{t}
D462	\mathsl{u}
D463	\mathsl{v}
D464	\mathsl{w}
D465	\mathsl{x}
D466	\mathsl{y}
D467	\mathsl{z}
D468	\mathbit{A}
D469	\mathbit{B}
D46A	\mathbit{C}
D46B	\mathbit{D}
D46C	\mathbit{E}
D46D	\mathbit{F}
D46E	\mathbit{G}
D46F	\mathbit{H}
D470	\mathbit{I}
D471	\mathbit{J}
D472	\mathbit{K}
D473	\mathbit{L}
D474	\mathbit{M}
D475	\mathbit{N}
D476	\mathbit{O}
D477	\mathbit{P}
D478	\mathbit{Q}
D479	\mathbit{R}
D47A	\mathbit{S}
D47B	\mathbit{T}
D47C	\mathbit{U}
D47D	\mathbit{V}
D47E	\mathbit{W}
D47F	\mathbit{X}
D480	\mathbit{Y}
D481	\mathbit{Z}
D482	\mathbit{a}
D483	\mathbit{b}
D484	\mathbit{c}
D485	\mathbit{d}
D486	\mathbit{e}
D487	\mathbit{f}
D488	\mathbit{g}
D489	\mathbit{h}
D48A	\mathbit{i}
D48B	\mathbit{j}
D48C	\mathbit{k}
D48D	\mathbit{l}
D48E	\mathbit{m}
D48F	\mathbit{n}
D490	\mathbit{o}
D491	\mathbit{p}
D492	\mathbit{q}
D493	\mathbit{r}
D494	\mathbit{s}
D495	\mathbit{t}
D496	\mathbit{u}
D497	\mathbit{v}
D498	\mathbit{w}
D499	\mathbit{x}
D49A	\mathbit{y}
D49B	\mathbit{z}
D49C	\mathscr{A}
D49E	\mathscr{C}
D49F	\mathscr{D}
D4A2	\mathscr{G}
D4A5	\mathscr{J}
D4A6	\mathscr{K}
D4A9	\mathscr{N}
D4AA	\mathscr{O}
D4AB	\mathscr{P}
D4AC	\mathscr{Q}
D4AE	\mathscr{S}
D4AF	\mathscr{T}
D4B0	\mathscr{U}
D4B1	\mathscr{V}
D4B2	\mathscr{W}
D4B3	\mathscr{X}
D4B4	\mathscr{Y}
D4B5	\mathscr{Z}
D4B6	\mathscr{a}
D4B7	\mathscr{b}
D4B8	\mathscr{c}
D4B9	\mathscr{d}
D4BB	\mathscr{f}
D4BD	\mathscr{h}
D4BE	\mathscr{i}
D4BF	\mathscr{j}
D4C0	\mathscr{k}
D4C1	\mathscr{l}
D4C2	\mathscr{m}
D4C3	\mathscr{n}
D4C5	\mathscr{p}
D4C6	\mathscr{q}
D4C7	\mathscr{r}
D4C8	\mathscr{s}
D4C9	\mathscr{t}
D4CA	\mathscr{u}
D4CB	\mathscr{v}
D4CC	\mathscr{w}
D4CD	\mathscr{x}
D4CE	\mathscr{y}
D4CF	\mathscr{z}
D4D0	\mathmit{A}
D4D1	\mathmit{B}
D4D2	\mathmit{C}
D4D3	\mathmit{D}
D4D4	\mathmit{E}
D4D5	\mathmit{F}
D4D6	\mathmit{G}
D4D7	\mathmit{H}
D4D8	\mathmit{I}
D4D9	\mathmit{J}
D4DA	\mathmit{K}
D4DB	\mathmit{L}
D4DC	\mathmit{M}
D4DD	\mathmit{N}
D4DE	\mathmit{O}
D4DF	\mathmit{P}
D4E0	\mathmit{Q}
D4E1	\mathmit{R}
D4E2	\mathmit{S}
D4E3	\mathmit{T}
D4E4	\mathmit{U}
D4E5	\mathmit{V}
D4E6	\mathmit{W}
D4E7	\mathmit{X}
D4E8	\mathmit{Y}
D4E9	\mathmit{Z}
D4EA	\mathmit{a}
D4EB	\mathmit{b}
D4EC	\mathmit{c}
D4ED	\mathmit{d}
D4EE	\mathmit{e}
D4EF	\mathmit{f}
D4F0	\mathmit{g}
D4F1	\mathmit{h}
D4F2	\mathmit{i}
D4F3	\mathmit{j}
D4F4	\mathmit{k}
D4F5	\mathmit{l}
D4F6	\mathmit{m}
D4F7	\mathmit{n}
D4F8	\mathmit{o}
D4F9	\mathmit{p}
D4FA	\mathmit{q}
D4FB	\mathmit{r}
D4FC	\mathmit{s}
D4FD	\mathmit{t}
D4FE	\mathmit{u}
D4FF	\mathmit{v}
D500	\mathmit{w}
D501	\mathmit{x}
D502	\mathmit{y}
D503	\mathmit{z}
D504	\mathfrak{A}
D505	\mathfrak{B}
D507	\mathfrak{D}
D508	\mathfrak{E}
D509	\mathfrak{F}
D50A	\mathfrak{G}
D50D	\mathfrak{J}
D50E	\mathfrak{K}
D50F	\mathfrak{L}
D510	\mathfrak{M}
D511	\mathfrak{N}
D512	\mathfrak{O}
D513	\mathfrak{P}
D514	\mathfrak{Q}
D516	\mathfrak{S}
D517	\mathfrak{T}
D518	\mathfrak{U}
D519	\mathfrak{V}
D51A	\mathfrak{W}
D51B	\mathfrak{X}
D51C	\mathfrak{Y}
D51E	\mathfrak{a}
D51F	\mathfrak{b}
D520	\mathfrak{c}
D521	\mathfrak{d}
D522	\mathfrak{e}
D523	\mathfrak{f}
D524	\mathfrak{g}
D525	\mathfrak{h}
D526	\mathfrak{i}
D527	\mathfrak{j}
D528	\mathfrak{k}
D529	\mathfrak{l}
D52A	\mathfrak{m}
D52B	\mathfrak{n}
D52C	\mathfrak{o}
D52D	\mathfrak{p}
D52E	\mathfrak{q}
D52F	\mathfrak{r}
D530	\mathfrak{s}
D531	\mathfrak{t}
D532	\mathfrak{u}
D533	\mathfrak{v}
D534	\mathfrak{w}
D535	\mathfrak{x}
D536	\mathfrak{y}
D537	\mathfrak{z}
D538	\mathbb{A}
D539	\mathbb{B}
D53B	\mathbb{D}
D53C	\mathbb{E}
D53D	\mathbb{F}
D53E	\mathbb{G}
D540	\mathbb{I}
D541	\mathbb{J}
D542	\mathbb{K}
D543	\mathbb{L}
D544	\mathbb{M}
D546	\mathbb{O}
D54A	\mathbb{S}
D54B	\mathbb{T}
D54C	\mathbb{U}
D54D	\mathbb{V}
D54E	\mathbb{W}
D54F	\mathbb{X}
D550	\mathbb{Y}
D552	\mathbb{a}
D553	\mathbb{b}
D554	\mathbb{c}
D555	\mathbb{d}
D556	\mathbb{e}
D557	\mathbb{f}
D558	\mathbb{g}
D559	\mathbb{h}
D55A	\mathbb{i}
D55B	\mathbb{j}
D55C	\mathbb{k}
D55D	\mathbb{l}
D55E	\mathbb{m}
D55F	\mathbb{n}
D560	\mathbb{o}
D561	\mathbb{p}
D562	\mathbb{q}
D563	\mathbb{r}
D564	\mathbb{s}
D565	\mathbb{t}
D566	\mathbb{u}
D567	\mathbb{v}
D568	\mathbb{w}
D569	\mathbb{x}
D56A	\mathbb{y}
D56B	\mathbb{z}
D56C	\mathslbb{A}
D56D	\mathslbb{B}
D56E	\mathslbb{C}
D56F	\mathslbb{D}
D570	\mathslbb{E}
D571	\mathslbb{F}
D572	\mathslbb{G}
D573	\mathslbb{H}
D574	\mathslbb{I}
D575	\mathslbb{J}
D576	\mathslbb{K}
D577	\mathslbb{L}
D578	\mathslbb{M}
D579	\mathslbb{N}
D57A	\mathslbb{O}
D57B	\mathslbb{P}
D57C	\mathslbb{Q}
D57D	\mathslbb{R}
D57E	\mathslbb{S}
D57F	\mathslbb{T}
D580	\mathslbb{U}
D581	\mathslbb{V}
D582	\mathslbb{W}
D583	\mathslbb{X}
D584	\mathslbb{Y}
D585	\mathslbb{Z}
D586	\mathslbb{a}
D587	\mathslbb{b}
D588	\mathslbb{c}
D589	\mathslbb{d}
D58A	\mathslbb{e}
D58B	\mathslbb{f}
D58C	\mathslbb{g}
D58D	\mathslbb{h}
D58E	\mathslbb{i}
D58F	\mathslbb{j}
D590	\mathslbb{k}
D591	\mathslbb{l}
D592	\mathslbb{m}
D593	\mathslbb{n}
D594	\mathslbb{o}
D595	\mathslbb{p}
D596	\mathslbb{q}
D597	\mathslbb{r}
D598	\mathslbb{s}
D599	\mathslbb{t}
D59A	\mathslbb{u}
D59B	\mathslbb{v}
D59C	\mathslbb{w}
D59D	\mathslbb{x}
D59E	\mathslbb{y}
D59F	\mathslbb{z}
D5A0	\mathsf{A}
D5A1	\mathsf{B}
D5A2	\mathsf{C}
D5A3	\mathsf{D}
D5A4	\mathsf{E}
D5A5	\mathsf{F}
D5A6	\mathsf{G}
D5A7	\mathsf{H}
D5A8	\mathsf{I}
D5A9	\mathsf{J}
D5AA	\mathsf{K}
D5AB	\mathsf{L}
D5AC	\mathsf{M}
D5AD	\mathsf{N}
D5AE	\mathsf{O}
D5AF	\mathsf{P}
D5B0	\mathsf{Q}
D5B1	\mathsf{R}
D5B2	\mathsf{S}
D5B3	\mathsf{T}
D5B4	\mathsf{U}
D5B5	\mathsf{V}
D5B6	\mathsf{W}
D5B7	\mathsf{X}
D5B8	\mathsf{Y}
D5B9	\mathsf{Z}
D5BA	\mathsf{a}
D5BB	\mathsf{b}
D5BC	\mathsf{c}
D5BD	\mathsf{d}
D5BE	\mathsf{e}
D5BF	\mathsf{f}
D5C0	\mathsf{g}
D5C1	\mathsf{h}
D5C2	\mathsf{i}
D5C3	\mathsf{j}
D5C4	\mathsf{k}
D5C5	\mathsf{l}
D5C6	\mathsf{m}
D5C7	\mathsf{n}
D5C8	\mathsf{o}
D5C9	\mathsf{p}
D5CA	\mathsf{q}
D5CB	\mathsf{r}
D5CC	\mathsf{s}
D5CD	\mathsf{t}
D5CE	\mathsf{u}
D5CF	\mathsf{v}
D5D0	\mathsf{w}
D5D1	\mathsf{x}
D5D2	\mathsf{y}
D5D3	\mathsf{z}
D5D4	\mathsfbf{A}
D5D5	\mathsfbf{B}
D5D6	\mathsfbf{C}
D5D7	\mathsfbf{D}
D5D8	\mathsfbf{E}
D5D9	\mathsfbf{F}
D5DA	\mathsfbf{G}
D5DB	\mathsfbf{H}
D5DC	\mathsfbf{I}
D5DD	\mathsfbf{J}
D5DE	\mathsfbf{K}
D5DF	\mathsfbf{L}
D5E0	\mathsfbf{M}
D5E1	\mathsfbf{N}
D5E2	\mathsfbf{O}
D5E3	\mathsfbf{P}
D5E4	\mathsfbf{Q}
D5E5	\mathsfbf{R}
D5E6	\mathsfbf{S}
D5E7	\mathsfbf{T}
D5E8	\mathsfbf{U}
D5E9	\mathsfbf{V}
D5EA	\mathsfbf{W}
D5EB	\mathsfbf{X}
D5EC	\mathsfbf{Y}
D5ED	\mathsfbf{Z}
D5EE	\mathsfbf{a}
D5EF	\mathsfbf{b}
D5F0	\mathsfbf{c}
D5F1	\mathsfbf{d}
D5F2	\mathsfbf{e}
D5F3	\mathsfbf{f}
D5F4	\mathsfbf{g}
D5F5	\mathsfbf{h}
D5F6	\mathsfbf{i}
D5F7	\mathsfbf{j}
D5F8	\mathsfbf{k}
D5F9	\mathsfbf{l}
D5FA	\mathsfbf{m}
D5FB	\mathsfbf{n}
D5FC	\mathsfbf{o}
D5FD	\mathsfbf{p}
D5FE	\mathsfbf{q}
D5FF	\mathsfbf{r}
D600	\mathsfbf{s}
D601	\mathsfbf{t}
D602	\mathsfbf{u}
D603	\mathsfbf{v}
D604	\mathsfbf{w}
D605	\mathsfbf{x}
D606	\mathsfbf{y}
D607	\mathsfbf{z}
D608	\mathsfsl{A}
D609	\mathsfsl{B}
D60A	\mathsfsl{C}
D60B	\mathsfsl{D}
D60C	\mathsfsl{E}
D60D	\mathsfsl{F}
D60E	\mathsfsl{G}
D60F	\mathsfsl{H}
D610	\mathsfsl{I}
D611	\mathsfsl{J}
D612	\mathsfsl{K}
D613	\mathsfsl{L}
D614	\mathsfsl{M}
D615	\mathsfsl{N}
D616	\mathsfsl{O}
D617	\mathsfsl{P}
D618	\mathsfsl{Q}
D619	\mathsfsl{R}
D61A	\mathsfsl{S}
D61B	\mathsfsl{T}
D61C	\mathsfsl{U}
D61D	\mathsfsl{V}
D61E	\mathsfsl{W}
D61F	\mathsfsl{X}
D620	\mathsfsl{Y}
D621	\mathsfsl{Z}
D622	\mathsfsl{a}
D623	\mathsfsl{b}
D624	\mathsfsl{c}
D625	\mathsfsl{d}
D626	\mathsfsl{e}
D627	\mathsfsl{f}
D628	\mathsfsl{g}
D629	\mathsfsl{h}
D62A	\mathsfsl{i}
D62B	\mathsfsl{j}
D62C	\mathsfsl{k}
D62D	\mathsfsl{l}
D62E	\mathsfsl{m}
D62F	\mathsfsl{n}
D630	\mathsfsl{o}
D631	\mathsfsl{p}
D632	\mathsfsl{q}
D633	\mathsfsl{r}
D634	\mathsfsl{s}
D635	\mathsfsl{t}
D636	\mathsfsl{u}
D637	\mathsfsl{v}
D638	\mathsfsl{w}
D639	\mathsfsl{x}
D63A	\mathsfsl{y}
D63B	\mathsfsl{z}
D63C	\mathsfbfsl{A}
D63D	\mathsfbfsl{B}
D63E	\mathsfbfsl{C}
D63F	\mathsfbfsl{D}
D640	\mathsfbfsl{E}
D641	\mathsfbfsl{F}
D642	\mathsfbfsl{G}
D643	\mathsfbfsl{H}
D644	\mathsfbfsl{I}
D645	\mathsfbfsl{J}
D646	\mathsfbfsl{K}
D647	\mathsfbfsl{L}
D648	\mathsfbfsl{M}
D649	\mathsfbfsl{N}
D64A	\mathsfbfsl{O}
D64B	\mathsfbfsl{P}
D64C	\mathsfbfsl{Q}
D64D	\mathsfbfsl{R}
D64E	\mathsfbfsl{S}
D64F	\mathsfbfsl{T}
D650	\mathsfbfsl{U}
D651	\mathsfbfsl{V}
D652	\mathsfbfsl{W}
D653	\mathsfbfsl{X}
D654	\mathsfbfsl{Y}
D655	\mathsfbfsl{Z}
D656	\mathsfbfsl{a}
D657	\mathsfbfsl{b}
D658	\mathsfbfsl{c}
D659	\mathsfbfsl{d}
D65A	\mathsfbfsl{e}
D65B	\mathsfbfsl{f}
D65C	\mathsfbfsl{g}
D65D	\mathsfbfsl{h}
D65E	\mathsfbfsl{i}
D65F	\mathsfbfsl{j}
D660	\mathsfbfsl{k}
D661	\mathsfbfsl{l}
D662	\mathsfbfsl{m}
D663	\mathsfbfsl{n}
D664	\mathsfbfsl{o}
D665	\mathsfbfsl{p}
D666	\mathsfbfsl{q}
D667	\mathsfbfsl{r}
D668	\mathsfbfsl{s}
D669	\mathsfbfsl{t}
D66A	\mathsfbfsl{u}
D66B	\mathsfbfsl{v}
D66C	\mathsfbfsl{w}
D66D	\mathsfbfsl{x}
D66E	\mathsfbfsl{y}
D66F	\mathsfbfsl{z}
D670	\mathtt{A}
D671	\mathtt{B}
D672	\mathtt{C}
D673	\mathtt{D}
D674	\mathtt{E}
D675	\mathtt{F}
D676	\mathtt{G}
D677	\mathtt{H}
D678	\mathtt{I}
D679	\mathtt{J}
D67A	\mathtt{K}
D67B	\mathtt{L}
D67C	\mathtt{M}
D67D	\mathtt{N}
D67E	\mathtt{O}
D67F	\mathtt{P}
D680	\mathtt{Q}
D681	\mathtt{R}
D682	\mathtt{S}
D683	\mathtt{T}
D684	\mathtt{U}
D685	\mathtt{V}
D686	\mathtt{W}
D687	\mathtt{X}
D688	\mathtt{Y}
D689	\mathtt{Z}
D68A	\mathtt{a}
D68B	\mathtt{b}
D68C	\mathtt{c}
D68D	\mathtt{d}
D68E	\mathtt{e}
D68F	\mathtt{f}
D690	\mathtt{g}
D691	\mathtt{h}
D692	\mathtt{i}
D693	\mathtt{j}
D694	\mathtt{k}
D695	\mathtt{l}
D696	\mathtt{m}
D697	\mathtt{n}
D698	\mathtt{o}
D699	\mathtt{p}
D69A	\mathtt{q}
D69B	\mathtt{r}
D69C	\mathtt{s}
D69D	\mathtt{t}
D69E	\mathtt{u}
D69F	\mathtt{v}
D6A0	\mathtt{w}
D6A1	\mathtt{x}
D6A2	\mathtt{y}
D6A3	\mathtt{z}
D6A8	\mathbf{\Alpha}
D6A9	\mathbf{\Beta}
D6AA	\mathbf{\Gamma}
D6AB	\mathbf{\Delta}
D6AC	\mathbf{\Epsilon}
D6AD	\mathbf{\Zeta}
D6AE	\mathbf{\Eta}
D6AF	\mathbf{\Theta}
D6B0	\mathbf{\Iota}
D6B1	\mathbf{\Kappa}
D6B2	\mathbf{\Lambda}
D6B5	\mathbf{\Xi}
D6B7	\mathbf{\Pi}
D6B8	\mathbf{\Rho}
D6B9	\mathbf{\vartheta}
D6BA	\mathbf{\Sigma}
D6BB	\mathbf{\Tau}
D6BC	\mathbf{\Upsilon}
D6BD	\mathbf{\Phi}
D6BE	\mathbf{\Chi}
D6BF	\mathbf{\Psi}
D6C0	\mathbf{\Omega}
D6C1	\mathbf{\nabla}
D6C2	\mathbf{\Alpha}
D6C3	\mathbf{\Beta}
D6C4	\mathbf{\Gamma}
D6C5	\mathbf{\Delta}
D6C6	\mathbf{\Epsilon}
D6C7	\mathbf{\Zeta}
D6C8	\mathbf{\Eta}
D6C9	\mathbf{\theta}
D6CA	\mathbf{\Iota}
D6CB	\mathbf{\Kappa}
D6CC	\mathbf{\Lambda}
D6CF	\mathbf{\Xi}
D6D1	\mathbf{\Pi}
D6D2	\mathbf{\Rho}
D6D3	\mathbf{\varsigma}
D6D4	\mathbf{\Sigma}
D6D5	\mathbf{\Tau}
D6D6	\mathbf{\Upsilon}
D6D7	\mathbf{\Phi}
D6D8	\mathbf{\Chi}
D6D9	\mathbf{\Psi}
D6DA	\mathbf{\Omega}
D6DB	\partial{}
D6DC	\in
D6DD	\mathbf{\vartheta}
D6DE	\mathbf{\varkappa}
D6DF	\mathbf{\phi}
D6E0	\mathbf{\varrho}
D6E1	\mathbf{\varpi}
D6E2	\mathsl{\Alpha}
D6E3	\mathsl{\Beta}
D6E4	\mathsl{\Gamma}
D6E5	\mathsl{\Delta}
D6E6	\mathsl{\Epsilon}
D6E7	\mathsl{\Zeta}
D6E8	\mathsl{\Eta}
D6E9	\mathsl{\Theta}
D6EA	\mathsl{\Iota}
D6EB	\mathsl{\Kappa}
